Date,inventory_id,campaign_id,adgroup_id,adgroup_name,video_id,UU,cost_usd,impressions,clicks,installs,registrations,d1_retention,d7_retention
,,,,,,,389.625305,872983,146593,1735,925,646,386
05/19/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,42703,28.049745,96824,1675,127,57,43,22
07/14/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,107597,45.405214,237167,2881,218,111,81,49
07/02/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,107020,39.210247,215479,2484,169,77,51,28
05/08/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,41785,10.977452,73389,797,62,30,29,14
06/04/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,617909,507.657148,1539092,32302,2621,1290,937,522
06/09/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,112124,46.862264,258681,3014,224,117,74,45
07/13/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,102718,37.392357,214492,2470,196,95,72,31
07/27/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,198773,65.460035,431899,4366,283,132,100,53
05/18/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,45022,29.662275,104639,1861,146,66,41,23
06/03/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,363773,291.165956,835679,18689,1451,721,525,285
05/02/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,94713,40.096152,216121,2526,187,86,63,33
05/17/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,33177,18.852753,73638,1176,91,47,37,22
08/01/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,117785,31.867353,203260,2164,138,65,41,29
06/13/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,111843,57.120358,239979,3389,306,155,104,56
07/16/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,59518,21.045051,117611,1322,95,44,32,17
07/09/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,203204,78.745464,455201,5037,394,197,131,79
07/10/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,250336,89.242901,566127,5898,388,183,125,71
05/01/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,93445,48.312566,217560,2725,159,82,59,35
06/08/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,104629,46.426684,234533,3126,194,98,65,33
05/22/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,19664,11.840733,55742,782,62,30,21,12
07/01/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,29098,10.760361,60520,694,57,33,29,15
06/07/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,99870,42.558563,226306,2844,195,99,68,31
05/23/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,74541,42.029244,173638,2720,234,104,72,39
07/07/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,105990,46.144694,218773,2852,216,106,71,48
07/08/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,143743,55.640368,324502,3602,245,110,70,37
07/12/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,145113,52.646165,325239,3527,243,111,74,42
06/11/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,570790,306.416165,1305003,18672,1636,758,540,307
05/24/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,26365,11.423614,52825,748,75,37,30,15
06/05/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,350956,228.805227,889277,15423,1225,591,411,251
05/07/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,65876,24.337582,136488,1657,127,69,50,38
07/05/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,101336,44.653916,204551,2785,196,90,65,40
06/10/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,346410,153.451433,803765,9801,768,396,256,155
07/21/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,43379,12.86459,78107,903,72,43,30,14
05/25/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,14489,7.288449,31541,456,37,20,14,10
07/11/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,155718,53.678275,337690,3527,253,118,75,40
06/12/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,492407,225.542033,1160406,14612,1227,626,455,253
06/06/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,117695,49.944797,259512,3177,234,106,86,46
07/31/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,170398,58.093039,336338,3880,227,102,69,35
07/06/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,170277,75.112089,369008,4746,324,150,95,53
07/15/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,138837,55.960744,312705,3594,248,124,94,50
06/22/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,104,0.055806,200,2,0,0,0,0
05/21/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,112,0.030509,212,3,0,0,0,0
07/24/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,1030,0.49775,2175,32,5,0,0,0
06/20/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,52,0.006804,62,0,0,0,0,0
05/06/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,416,0.205681,695,11,0,0,0,0
07/04/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,890,0.164613,1480,14,0,0,0,0
07/17/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,953,0.22677,1950,19,0,0,0,0
06/19/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,598,0.570433,1293,44,2,0,0,0
05/05/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,746,0.380928,1389,25,1,1,1,0
06/17/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,269,0.136416,567,11,2,1,1,0
06/01/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,721,0.205248,1820,17,2,1,0,0
05/03/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,3263,1.239308,5835,69,3,2,2,1
07/26/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,1251,0.812517,2176,34,3,2,2,2
07/25/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,1053,0.482373,2273,32,7,3,3,2
08/02/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,7895,2.061741,12991,139,8,5,4,3
07/23/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,2770,1.325876,4483,85,10,5,5,2
06/18/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,2351,1.934113,6724,146,11,6,3,2
07/29/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,15024,4.478221,25865,310,27,7,6,2
06/14/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,3277,6.229918,4486,278,25,10,5,4
07/28/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,19849,7.389541,35324,429,26,11,10,5
05/20/22,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,5007,4.417089,11398,242,20,12,9,5
07/03/2022,OTHER,13618415748,1.25E+11,gmob:ron:122830027583,,22972,8.275894,42844,528,37,15,11,7
06/24/22,OTHER,13618415748,1.28E+11,gmob:ron:122971387854,,9492,7.357058,21988,591,57,17,13,5
06/14/22,OTHER,13618415748,1.28E+11,gmob:ron:122971387854,,40448,37.242772,112283,3024,260,97,65,36
06/10/2022,OTHER,13618415748,1.28E+11,gmob:ron:122971387854,,172,0.07,347,7,1,0,0,0
07/20/22,OTHER,13618415748,1.28E+11,gmob:ron:122971387854,,204,0.117797,482,9,1,1,1,0
06/15/22,OTHER,13618415748,1.28E+11,gmob:ron:122971387854,,2537,2.094686,5212,157,10,4,3,1
06/13/22,OTHER,13618415748,1.28E+11,gmob:ron:122971387854,,7248,4.959493,19072,411,25,12,6,2
06/02/2022,OTHER,13618415748,1.27E+11,gmob:ron:124380502545,,70,0.0552,103,5,0,0,0,0
06/16/22,OTHER,13618415748,1.27E+11,gmob:ron:124380502545,,699,1.315167,831,45,4,1,1,0
05/17/22,OTHER,13618415748,1.27E+11,gmob:ron:124380502545,,274,0.267435,364,17,3,1,0,0
05/28/22,OTHER,13618415748,1.27E+11,gmob:ron:124380502545,,189,0.332737,211,12,4,3,2,1
06/18/22,OTHER,13618415748,1.27E+11,gmob:ron:124380502545,,1458,2.089879,1681,80,8,5,4,4
06/17/22,OTHER,13618415748,1.27E+11,gmob:ron:124380502545,,2715,3.994654,3357,157,22,9,6,3
06/02/2022,OTHER,13618415748,1.28E+11,gmob:ron:125051011116,,153,0.027315,272,2,0,0,0,0
05/14/22,OTHER,13618415748,1.33E+11,gmob:ron:125398126479,,53637,47.440627,179450,3695,328,149,113,57
05/05/2022,OTHER,13618415748,1.33E+11,gmob:ron:125398126479,,55558,46.884387,166808,3645,257,123,81,50
05/16/22,OTHER,13618415748,1.33E+11,gmob:ron:125398126479,,220903,111.54306,494721,7436,661,314,225,119
05/06/2022,OTHER,13618415748,1.33E+11,gmob:ron:125398126479,,97339,99.8764,340824,7565,560,277,210,112
05/01/2022,OTHER,13618415748,1.33E+11,gmob:ron:125398126479,,795674,503.105654,2389165,30733,2428,1319,924,506
05/02/2022,OTHER,13618415748,1.33E+11,gmob:ron:125398126479,,363204,179.91793,931862,11249,877,449,330,169
05/17/22,OTHER,13618415748,1.33E+11,gmob:ron:125398126479,,186351,95.360793,427152,6170,568,307,218,116
05/03/2022,OTHER,13618415748,1.33E+11,gmob:ron:125398126479,,28984,13.206847,62257,832,66,37,23,9
05/15/22,OTHER,13618415748,1.33E+11,gmob:ron:125398126479,,71021,66.561046,224808,4998,445,234,173,95
05/10/2022,OTHER,13618415748,1.33E+11,gmob:ron:125398126479,,69,0.010365,131,1,0,0,0,0
05/04/2022,OTHER,13618415748,1.33E+11,gmob:ron:125398126479,,136,0.090813,227,6,2,0,0,0
05/07/2022,OTHER,13618415748,1.33E+11,gmob:ron:125398126479,,4345,2.952113,11414,213,24,11,9,3
05/16/22,OTHER,13618415748,1.26E+11,gmob:ron:126910735620,,9975,6.314219,24107,506,39,23,13,12
05/18/22,OTHER,13618415748,1.26E+11,gmob:ron:126910735620,,10146,7.495664,20554,504,48,25,18,12
05/17/22,OTHER,13618415748,1.26E+11,gmob:ron:126910735620,,12490,10.121071,28437,790,53,17,15,3
05/05/2022,OTHER,13618415748,1.26E+11,gmob:ron:126910735620,,106012,57.235431,280970,3985,303,160,116,64
05/06/2022,OTHER,13618415748,1.26E+11,gmob:ron:126910735620,,3686,1.725756,8283,97,9,3,5,3
05/21/22,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,13876,10.049006,41732,738,71,34,18,7
05/10/2022,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,10185,10.798284,26557,803,81,32,24,14
05/06/2022,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,10948,9.425073,29321,708,76,37,22,9
05/08/2022,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,98106,109.1758,366614,8035,659,258,179,109
05/04/2022,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,104965,70.162041,297626,4504,394,187,123,68
05/03/2022,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,185571,113.386559,544978,7467,624,287,207,82
05/09/2022,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,60181,69.07681,200274,5219,457,198,133,60
05/05/2022,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,59580,60.022983,205506,4493,397,189,139,73
05/07/2022,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,104810,68.685876,310180,4609,447,216,150,80
05/23/22,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,13818,9.551999,30279,641,70,29,21,9
05/17/22,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,48189,49.551655,155692,3807,369,139,91,56
05/13/22,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,28432,18.222204,72428,1262,120,55,34,18
05/15/22,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,25934,20.365822,74830,1600,159,65,41,25
05/02/2022,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,135779,85.921645,362087,5346,454,216,137,82
05/16/22,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,36760,31.554577,107711,2407,210,94,66,36
05/12/2022,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,5307,4.793786,14867,330,41,23,20,10
05/19/22,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,181,0.081271,409,7,0,0,0,0
05/11/2022,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,1871,1.124394,4797,89,4,1,2,1
05/01/2022,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,707,0.353366,2030,25,1,1,0,0
05/14/22,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,1020,1.130399,2557,66,5,2,2,2
05/20/22,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,241,0.195753,609,9,2,2,2,1
05/18/22,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,1776,0.699696,5261,52,9,7,7,3
05/22/22,OTHER,13618415748,1.28E+11,gmob:ron:127000786458,,5704,4.001422,13409,271,24,11,8,3
05/25/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,13256,23.945919,17294,1596,151,62,49,23
05/09/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,64111,82.165651,161023,5793,499,244,183,89
07/15/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,54396,87.789073,73121,6239,469,196,141,69
06/16/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,29119,51.551773,39670,3492,301,146,107,67
05/24/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,9726,18.634441,13006,1175,127,63,41,23
05/13/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,12904,29.106205,16186,1767,161,61,41,28
06/13/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,165018,123.026253,329252,8481,636,300,219,114
06/18/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,29098,56.005984,36840,3610,299,121,93,51
06/02/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,65770,78.313199,142517,5536,459,190,154,73
06/17/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,21588,44.272606,27465,2965,245,111,77,41
05/05/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,11662,23.845273,14357,1516,158,80,58,28
06/12/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,49579,86.694046,64159,5921,508,199,146,79
06/29/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,104799,130.918874,257910,9617,690,302,223,119
07/30/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,60772,109.324414,76098,7236,560,236,158,83
07/01/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,80384,132.119654,124948,9371,654,250,167,97
07/14/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,40051,69.078961,53780,4738,332,149,106,67
07/08/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,151227,155.46892,304371,9738,777,358,255,154
07/20/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,43968,87.333755,56116,6147,469,185,127,68
05/31/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,27853,43.625698,42778,2945,281,127,95,45
05/06/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,389168,284.054554,1060925,18045,1462,776,525,310
07/10/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,62526,102.870537,78784,7379,543,250,174,97
05/17/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,54903,52.567324,99644,3414,348,167,123,73
06/06/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,175011,142.005669,403753,9337,718,342,254,133
05/27/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,324296,220.547509,747935,14453,1204,643,467,242
07/12/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,47818,80.050681,61740,5823,435,176,120,61
06/19/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,123857,131.923853,329268,9988,695,315,234,128
05/19/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,53783,67.351185,146854,4799,379,173,123,70
07/26/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,495028,243.570258,933712,16471,1162,537,368,204
05/20/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,27176,40.256362,50299,2753,252,115,85,50
07/03/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,55824,101.39138,71714,7206,475,201,138,81
07/19/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,60435,107.816595,77111,7606,572,220,155,83
05/16/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,240264,154.09933,560535,10260,945,476,326,195
08/02/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,3852,7.58629,4439,465,38,19,12,6
07/05/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,336791,836.624091,533860,61541,3951,1571,1144,640
07/29/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,40132,79.588186,50048,5149,435,160,116,57
06/28/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,53454,100.448823,69367,6937,498,193,131,76
07/18/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,126729,153.73504,318716,11443,921,359,237,130
06/07/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,145512,125.966868,322890,8116,688,301,213,123
07/22/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,31232,64.76436,39234,4369,372,131,85,50
07/02/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,69192,125.638184,88875,8834,609,248,186,102
06/25/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,354679,250.817215,841197,16941,1253,590,423,262
06/08/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,153507,138.664498,337856,8943,709,351,256,124
07/11/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,57623,97.909068,72385,7209,571,244,176,95
06/03/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,108440,97.710759,226857,6527,577,267,199,117
05/02/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,19919,43.295158,24394,2523,267,125,90,53
05/08/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,31702,60.2729,44798,3766,336,146,117,63
07/27/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,335150,193.930424,671312,12720,983,456,319,165
06/21/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,37873,61.253987,58738,4234,344,151,108,62
06/09/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,135539,136.709649,304786,9275,781,333,234,145
06/15/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,22937,40.116152,30281,2703,219,101,75,38
06/11/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,61916,91.873508,102786,6394,512,206,154,78
07/31/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,66079,114.995297,83394,7927,548,212,161,86
05/03/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,10011,16.384586,12117,953,86,42,29,15
05/29/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,65820,67.347259,129043,4408,385,177,120,69
07/09/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,63499,116.858508,81072,8070,592,259,171,107
05/01/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,17378,40.850576,21854,2272,234,93,65,32
05/04/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,12878,28.720474,15527,1621,163,68,49,27
07/25/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,54821,110.226527,70432,7429,556,218,139,74
05/11/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,12193,29.10616,15218,1734,169,75,66,39
05/07/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,16623,26.739778,23750,1791,143,72,51,27
07/24/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,52790,104.066255,66865,6864,553,220,151,81
07/23/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,45914,96.047542,57909,6352,537,221,157,102
05/10/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,36503,55.707891,72479,3788,304,135,105,58
05/30/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,21718,33.387458,39515,2183,189,85,62,34
06/14/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,44914,66.265064,71782,4432,358,146,98,55
05/21/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,15733,31.329346,19373,2014,208,95,72,38
07/04/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,275388,704.253683,448522,52203,3495,1416,1039,576
07/17/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,64444,110.774766,86876,7900,622,234,160,79
05/26/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,279234,187.922958,621970,11910,1046,567,421,240
08/01/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,62107,110.484408,77933,7837,524,204,129,69
05/18/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,34005,51.148683,69192,3501,360,156,111,57
05/28/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,206929,184.874455,524161,12836,1002,496,354,200
05/15/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,287579,172.089536,755643,11365,971,495,363,198
06/26/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,382571,260.410684,866897,17903,1305,602,429,226
05/22/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,10350,18.124995,12247,1149,121,56,34,20
06/05/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,33070,62.331809,42285,4123,308,127,92,43
07/16/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,71332,129.171492,99760,8845,665,275,186,100
05/23/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,7158,14.08401,8504,846,81,35,27,17
07/21/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,46883,97.980309,60528,6725,506,188,122,73
06/10/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,108572,128.162053,267222,9318,687,296,210,114
06/04/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,94414,90.735405,195845,5916,481,200,152,82
05/14/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,13018,28.824445,16461,1761,195,78,56,34
06/30/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,120377,157.564747,244532,11538,715,291,190,111
06/22/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,32581,58.480334,42169,4003,303,145,111,47
07/13/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,62868,105.88389,82765,7528,569,251,175,94
07/07/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,240413,510.723797,383599,34780,2426,997,729,399
07/28/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,73568,100.064636,114200,6684,522,214,158,90
06/01/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,47770,65.496773,96954,4606,353,144,108,56
07/06/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,360091,893.465174,559324,62800,4196,1619,1155,645
06/24/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,198753,174.229522,463573,11487,891,416,297,164
06/23/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,29123,54.872052,36783,3836,296,133,99,47
06/27/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,39639,70.956881,53680,4949,351,162,108,67
05/12/2022,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,11963,28.072193,15006,1793,191,84,58,30
06/20/22,OTHER,13618415748,1.24E+11,gmob:ron:127445976618,,98711,109.802446,241578,8054,564,248,183,100
06/07/2022,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,15383,12.940514,41809,978,98,34,27,17
06/28/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,280395,119.977199,623529,7714,549,281,190,108
07/26/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,49121,40.130211,171416,3100,275,99,65,38
06/16/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,59204,46.579011,172184,3697,291,101,71,34
06/17/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,18946,14.919017,45107,1119,90,42,25,23
07/28/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,746331,410.719124,1697557,25995,2023,866,590,337
05/10/2022,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,49599,24.477513,115311,1586,150,75,52,33
06/15/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,23863,13.334183,69433,1095,73,34,23,15
06/18/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,349633,151.167592,808280,10158,794,413,290,181
05/09/2022,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,230161,133.543936,622812,8986,742,344,243,141
05/26/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,47900,40.806948,157512,3159,312,111,75,49
05/28/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,38046,26.608242,94157,1847,177,65,56,28
07/19/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,574261,225.23994,1303338,15526,1210,516,385,183
05/17/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,14714,13.455585,36621,966,96,36,24,13
07/27/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,107911,100.079984,365784,7824,644,236,157,74
06/27/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,1412259,1058.053412,3943237,74855,5523,2581,1806,987
05/18/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,100245,63.474007,245836,4352,414,181,122,63
05/06/2022,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,64524,58.591947,207733,4577,371,149,115,66
06/08/2022,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,34586,15.145492,73749,1056,99,38,24,14
07/16/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,126611,115.957519,442577,9264,805,313,220,128
07/30/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,43560,11.127502,85951,720,52,23,19,9
05/15/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,57978,57.051409,208896,4488,428,187,121,64
05/29/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,192973,98.667892,473308,6631,585,247,173,105
06/05/2022,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,74710,71.668643,259457,5454,479,183,125,62
05/30/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,13537,8.205216,33147,601,64,29,22,8
06/09/2022,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,36170,22.208589,81201,1466,136,56,44,23
06/06/2022,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,64202,57.766955,203142,4370,398,157,123,67
07/18/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,71925,41.002789,191440,2998,319,117,73,49
07/29/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,538434,244.788806,1129376,15758,1295,592,380,230
05/20/22,OTHER,13618415748,1.24E+11,gmob:ron:127568720361,,15627,12.759422,36544,809,88,41,31,16
